time;gFx;gFy;gFz;TgF
0.0020;-0.0467;0.1746;0.8957;0.914
0.0040;-0.0454;0.1885;0.9077;0.928
0.0110;-0.0437;0.1942;0.9216;0.943
0.0140;-0.0437;0.1942;0.9216;0.943
0.0190;-0.0434;0.1954;0.9419;0.963
0.0240;-0.0373;0.1919;0.9642;0.984
0.0300;-0.0300;0.1827;0.9768;0.994
0.0340;-0.0257;0.1760;0.9820;0.998
0.0390;-0.0230;0.1667;0.9872;1.001
0.0440;-0.0247;0.1603;0.9913;1.004
0.0490;-0.0266;0.1575;0.9948;1.008
0.0540;-0.0293;0.1592;0.9969;1.010
0.0640;-0.0343;0.1577;0.9926;1.006
0.0650;-0.0363;0.1574;0.9877;1.001
0.0690;-0.0384;0.1559;0.9775;0.991
0.0740;-0.0397;0.1572;0.9727;0.986
0.0820;-0.0395;0.1543;0.9693;0.982
0.0830;-0.0395;0.1544;0.9672;0.980
0.0890;-0.0380;0.1540;0.9621;0.975
0.0950;-0.0363;0.1495;0.9576;0.970
0.0980;-0.0356;0.1469;0.9533;0.965
0.1030;-0.0359;0.1458;0.9580;0.970
0.1080;-0.0387;0.1435;0.9595;0.971
0.1210;-0.0431;0.1459;0.9591;0.971
0.1230;-0.0498;0.1471;0.9667;0.979
0.1240;-0.0547;0.1502;0.9722;0.985
0.1340;-0.0573;0.1517;0.9792;0.993
0.1350;-0.0589;0.1495;0.9883;1.001
0.1380;-0.0591;0.1472;0.9941;1.007
0.1470;-0.0585;0.1451;0.9965;1.009
0.1480;-0.0583;0.1396;0.9924;1.004
0.1530;-0.0584;0.1389;0.9919;1.003
0.1580;-0.0601;0.1391;0.9902;1.002
0.1630;-0.0605;0.1386;0.9896;1.001
0.1680;-0.0626;0.1393;0.9875;0.999
0.1730;-0.0599;0.1362;0.9947;1.006
0.1790;-0.0586;0.1347;0.9964;1.007
0.1830;-0.0569;0.1321;0.9905;1.001
0.1880;-0.0561;0.1307;0.9914;1.002
0.1930;-0.0570;0.1309;0.9927;1.003
0.1970;-0.0575;0.1334;0.9992;1.010
0.2020;-0.0605;0.1339;1.0004;1.011
0.2090;-0.0635;0.1399;1.0054;1.017
0.2110;-0.0635;0.1421;1.0119;1.024
0.2210;-0.0639;0.1396;1.0169;1.028
0.2230;-0.0595;0.1380;1.0177;1.029
0.2390;-0.0578;0.1333;1.0162;1.027
0.2400;-0.0555;0.1317;1.0116;1.022
0.2420;-0.0543;0.1306;1.0054;1.015
0.2430;-0.0545;0.1308;1.0007;1.011
0.2680;-0.0520;0.1296;0.9951;1.005
0.2690;-0.0550;0.1335;0.9883;0.999
0.2710;-0.0581;0.1379;0.9816;0.993
0.2720;-0.0607;0.1407;0.9816;0.993
0.2740;-0.0584;0.1432;0.9825;0.995
0.2750;-0.0553;0.1435;0.9827;0.995
0.2760;-0.0512;0.1417;0.9770;0.989
0.2810;-0.0496;0.1380;0.9741;0.985
0.2850;-0.0461;0.1373;0.9721;0.983
0.2910;-0.0447;0.1394;0.9675;0.979
0.2970;-0.0428;0.1388;0.9643;0.975
0.3000;-0.0439;0.1407;0.9630;0.974
0.3060;-0.0458;0.1460;0.9714;0.983
0.3100;-0.0438;0.1443;0.9728;0.984
0.3210;-0.0427;0.1430;0.9755;0.987
0.3230;-0.0433;0.1419;0.9780;0.989
0.3270;-0.0426;0.1440;0.9795;0.991
0.3310;-0.0422;0.1437;0.9789;0.990
0.3350;-0.0415;0.1449;0.9767;0.988
0.3410;-0.0386;0.1437;0.9755;0.987
0.3510;-0.0370;0.1418;0.9743;0.985
0.3520;-0.0338;0.1430;0.9703;0.981
0.3550;-0.0328;0.1417;0.9683;0.979
0.3630;-0.0311;0.1427;0.9674;0.978
0.3650;-0.0322;0.1422;0.9690;0.980
0.3700;-0.0322;0.1411;0.9684;0.979
0.3750;-0.0327;0.1441;0.9737;0.985
0.3900;-0.0352;0.1455;0.9819;0.993
0.3910;-0.0316;0.1455;0.9857;0.997
0.3930;-0.0318;0.1458;0.9851;0.996
0.3940;-0.0321;0.1443;0.9896;1.001
0.4020;-0.0322;0.1457;0.9881;0.999
0.4060;-0.0318;0.1420;0.9885;0.999
0.4090;-0.0321;0.1411;0.9847;0.995
0.4200;-0.0333;0.1432;0.9835;0.994
0.4210;-0.0357;0.1466;0.9819;0.993
0.4240;-0.0386;0.1454;0.9815;0.993
0.4290;-0.0386;0.1455;0.9808;0.992
0.4380;-0.0370;0.1455;0.9810;0.992
0.4390;-0.0398;0.1455;0.9766;0.988
0.4440;-0.0381;0.1435;0.9794;0.991
0.4490;-0.0376;0.1445;0.9817;0.993
0.4530;-0.0368;0.1443;0.9802;0.991
0.4590;-0.0355;0.1437;0.9804;0.992
0.4640;-0.0343;0.1420;0.9767;0.988
0.4680;-0.0393;0.1418;0.9760;0.987
0.4740;-0.0421;0.1432;0.9775;0.989
0.4820;-0.0439;0.1432;0.9750;0.986
0.4840;-0.0458;0.1426;0.9745;0.986
0.4890;-0.0456;0.1391;0.9753;0.986
