time;gFx;gFy;gFz;TgF
0.0040;-0.0777;0.3409;0.9460;1.009
0.0050;-0.0852;0.3368;0.9483;1.010
0.0120;-0.0835;0.3412;0.9459;1.009
0.0120;-0.0790;0.3497;0.9301;0.997
0.0180;-0.0739;0.3549;0.9095;0.979
0.0240;-0.0749;0.3570;0.8907;0.963
0.0290;-0.0782;0.3571;0.8664;0.940
0.0330;-0.0762;0.3574;0.8533;0.928
0.0380;-0.0730;0.3564;0.8507;0.925
0.0430;-0.0736;0.3510;0.8587;0.931
0.0470;-0.0754;0.3428;0.8724;0.940
0.0540;-0.0790;0.3337;0.8854;0.950
0.0570;-0.0830;0.3265;0.9099;0.970
0.0620;-0.0822;0.3192;0.9278;0.985
0.0680;-0.0829;0.3170;0.9405;0.996
0.0720;-0.0804;0.3140;0.9507;1.004
0.0940;-0.0744;0.3082;0.9557;1.007
0.0960;-0.0743;0.3027;0.9578;1.007
0.0970;-0.0706;0.2971;0.9603;1.008
0.0980;-0.0671;0.2946;0.9596;1.006
0.0990;-0.0648;0.2924;0.9599;1.006
0.1010;-0.0639;0.2940;0.9618;1.008
0.1280;-0.0616;0.2959;0.9634;1.010
0.1280;-0.0620;0.2971;0.9676;1.014
0.1290;-0.0597;0.2971;0.9673;1.014
0.1300;-0.0567;0.2943;0.9671;1.013
0.1310;-0.0528;0.2914;0.9650;1.009
0.1310;-0.0493;0.2891;0.9647;1.008
0.1380;-0.0483;0.2872;0.9648;1.008
0.1430;-0.0448;0.2874;0.9618;1.005
0.1460;-0.0448;0.2849;0.9617;1.004
0.1530;-0.0407;0.2836;0.9617;1.003
0.1570;-0.0424;0.2840;0.9631;1.005
0.1620;-0.0484;0.2858;0.9644;1.007
0.1670;-0.0509;0.2872;0.9625;1.006
0.1720;-0.0518;0.2902;0.9626;1.007
0.1780;-0.0494;0.2929;0.9620;1.007
0.1810;-0.0496;0.2912;0.9593;1.004
0.1860;-0.0511;0.2908;0.9540;0.999
0.1900;-0.0535;0.2924;0.9473;0.993
0.1950;-0.0545;0.2968;0.9443;0.991
0.2000;-0.0544;0.3018;0.9399;0.989
0.2050;-0.0550;0.3052;0.9354;0.986
0.2210;-0.0567;0.3101;0.9273;0.979
0.2240;-0.0564;0.3139;0.9196;0.973
0.2240;-0.0572;0.3148;0.9167;0.971
0.2270;-0.0548;0.3147;0.9130;0.967
0.2300;-0.0557;0.3191;0.9102;0.966
0.2350;-0.0561;0.3197;0.9081;0.964
0.2400;-0.0533;0.3221;0.9094;0.966
0.2600;-0.0534;0.3208;0.9091;0.966
0.2610;-0.0550;0.3180;0.9160;0.971
0.2620;-0.0541;0.3152;0.9205;0.974
0.2630;-0.0550;0.3116;0.9219;0.975
