time;gFx;gFy;gFz;TgF
0.6340;0.1824;0.4292;0.8788;0.995
0.6370;0.1787;0.4330;0.9059;1.020
0.6420;0.1698;0.4306;0.9196;1.029
0.6480;0.1599;0.4286;0.9308;1.037
0.6520;0.1495;0.4279;0.9487;1.051
0.6570;0.1383;0.4275;0.9537;1.054
0.6630;0.1264;0.4291;0.9482;1.048
0.6680;0.1164;0.4330;0.9354;1.037
0.6720;0.1142;0.4357;0.9120;1.017
0.6770;0.1171;0.4387;0.8841;0.994
0.6840;0.1140;0.4401;0.8511;0.965
0.6880;0.1102;0.4382;0.8405;0.954
0.6930;0.1043;0.4469;0.8435;0.960
0.6960;0.1032;0.4580;0.8495;0.971
0.7020;0.1032;0.4688;0.8393;0.967
0.7070;0.1033;0.4757;0.8207;0.954
0.7130;0.1038;0.4822;0.8050;0.944
0.7230;0.1102;0.4881;0.7969;0.941
0.7230;0.1176;0.4926;0.7867;0.936
0.7270;0.1260;0.4990;0.7792;0.934
0.7310;0.1325;0.5033;0.7637;0.924
0.7570;0.1344;0.5057;0.7441;0.910
0.7570;0.1444;0.5038;0.7246;0.894
0.7580;0.1552;0.5028;0.7136;0.887
0.7590;0.1672;0.5012;0.7148;0.889
0.7590;0.1761;0.5026;0.7223;0.897
0.7620;0.1794;0.5080;0.7361;0.912
0.7690;0.1772;0.5124;0.7550;0.930
0.7710;0.1738;0.5147;0.7690;0.941
0.7760;0.1734;0.5144;0.7849;0.954
0.7820;0.1700;0.5074;0.7891;0.953
0.7870;0.1650;0.5014;0.7910;0.951
0.7900;0.1589;0.4951;0.8079;0.961
0.7960;0.1608;0.4890;0.8330;0.979
0.8040;0.1608;0.4890;0.8330;0.979
0.8060;0.1635;0.4863;0.8558;0.998
0.8110;0.1646;0.4838;0.8653;1.005
0.8200;0.1597;0.4914;0.8633;1.006
0.8230;0.1578;0.4973;0.8553;1.002
0.8260;0.1558;0.4957;0.8342;0.983
0.8300;0.1552;0.4945;0.8173;0.968
0.8360;0.1596;0.4944;0.8032;0.957
0.8400;0.1612;0.4987;0.8352;0.986
0.8460;0.1498;0.5021;0.8051;0.961
0.8510;0.1444;0.5041;0.7456;0.912
0.8670;0.1430;0.5145;0.7071;0.886
0.8680;0.1346;0.5386;0.7095;0.901
0.8700;0.1316;0.5570;0.7185;0.919
0.8710;0.1325;0.5591;0.7258;0.926
0.8860;0.1400;0.5453;0.7325;0.924
0.8870;0.1496;0.5278;0.7414;0.922
0.8870;0.1580;0.5134;0.7608;0.931
0.9000;0.1670;0.5138;0.7898;0.957
0.9010;0.1710;0.5162;0.8240;0.987
0.9020;0.1697;0.5152;0.8608;1.017
0.9040;0.1669;0.5168;0.8837;1.037
0.9090;0.1626;0.5185;0.8962;1.048
0.9140;0.1567;0.5223;0.9056;1.057
0.9200;0.1531;0.5257;0.9080;1.060
0.9240;0.1502;0.5305;0.9014;1.057
0.9290;0.1441;0.5345;0.8859;1.045
0.9350;0.1393;0.5419;0.8744;1.038
0.9390;0.1401;0.5477;0.8644;1.033
0.9450;0.1435;0.5529;0.8498;1.024
0.9490;0.1491;0.5580;0.8328;1.014
0.9540;0.1586;0.5604;0.8103;0.998
0.9600;0.1694;0.5593;0.7981;0.989
0.9650;0.1773;0.5592;0.7901;0.984
0.9690;0.1816;0.5594;0.7903;0.985
0.9750;0.1844;0.5535;0.8014;0.991
0.9800;0.1901;0.5459;0.8177;1.001
0.9840;0.1902;0.5332;0.8330;1.007
0.9890;0.1888;0.5294;0.8438;1.014
0.9940;0.1827;0.5275;0.8530;1.019
0.9990;0.1732;0.5335;0.8524;1.020
1.0230;0.1612;0.5361;0.8631;1.029
1.0260;0.1544;0.5331;0.8812;1.041
1.0270;0.1460;0.5270;0.9133;1.064
1.0290;0.1455;0.5193;0.9475;1.090
1.0300;0.1443;0.5159;0.9627;1.102
1.0320;0.1369;0.5196;0.9604;1.100
1.0330;0.1201;0.5226;0.9486;1.090
1.0600;0.1044;0.5262;0.9303;1.074
1.0620;0.0930;0.5278;0.9127;1.058
1.0630;0.0886;0.5306;0.9039;1.052
1.0640;0.0870;0.5287;0.8909;1.040
1.0650;0.0893;0.5256;0.8808;1.030
1.0660;0.0911;0.5209;0.8691;1.017
1.0700;0.0908;0.5181;0.8526;1.002
1.0750;0.0950;0.5152;0.8311;0.982
1.0780;0.1007;0.5092;0.8126;0.964
1.0820;0.1076;0.5063;0.7975;0.951
1.0880;0.1150;0.4981;0.7972;0.947
1.0920;0.1220;0.4998;0.8059;0.956
1.0980;0.1309;0.5016;0.8198;0.970
1.1030;0.1365;0.5050;0.8269;0.978
1.1070;0.1374;0.5057;0.8292;0.981
1.1110;0.1383;0.4994;0.8236;0.973
1.1170;0.1365;0.4913;0.8275;0.972
1.1220;0.1326;0.4922;0.8490;0.990
1.1270;0.1282;0.5009;0.8693;1.011
1.1310;0.1246;0.5107;0.8813;1.026
1.1500;0.1218;0.5195;0.8875;1.036
1.1510;0.1168;0.5257;0.8968;1.046
1.1510;0.1153;0.5246;0.9033;1.051
1.1520;0.1132;0.5265;0.9118;1.059
1.1990;0.1057;0.5286;0.9297;1.075
1.2010;0.0972;0.5309;0.9434;1.087
1.2040;0.0978;0.5308;0.9529;1.095
1.2050;0.1018;0.5153;0.9441;1.080
1.2060;0.1134;0.5107;0.9421;1.078
1.2070;0.1213;0.5241;0.9457;1.088
1.2080;0.1265;0.5544;0.9531;1.110
1.2090;0.1355;0.5822;0.9546;1.126
1.2100;0.1496;0.5887;0.9457;1.124
1.2110;0.1650;0.5780;0.9221;1.101
1.2120;0.1794;0.5541;0.8918;1.065
1.2130;0.1929;0.5336;0.8667;1.036
1.2180;0.1946;0.5203;0.8503;1.016
1.2220;0.1869;0.5198;0.8409;1.006
1.2250;0.1749;0.5212;0.8404;1.004
1.2300;0.1530;0.5220;0.8440;1.004
1.2380;0.1306;0.5221;0.8582;1.013
1.2400;0.1029;0.5181;0.8731;1.020
1.2450;0.0772;0.5141;0.8884;1.029
1.2500;0.0600;0.5126;0.9054;1.042
1.2560;0.0377;0.5118;0.9198;1.053
1.2600;0.0377;0.5118;0.9198;1.053
1.2650;0.0217;0.5131;0.9362;1.068
1.2800;0.0092;0.5134;0.9505;1.080
1.2810;0.0047;0.5203;0.9594;1.091
1.2820;0.0018;0.5262;0.9772;1.110
1.2890;0.0127;0.5321;0.9993;1.132
1.2900;0.0407;0.5341;1.0277;1.159
1.3010;0.0757;0.5301;1.0405;1.170
1.3020;0.1046;0.5240;1.0333;1.163
1.3090;0.1306;0.5182;1.0153;1.147
1.3100;0.1557;0.5063;0.9940;1.126
1.3160;0.1754;0.4927;0.9631;1.096
1.3210;0.1865;0.4823;0.9345;1.068
1.3240;0.1888;0.4803;0.9091;1.045
1.3290;0.1816;0.4766;0.8857;1.022
1.3340;0.1685;0.4719;0.8651;1.000
1.3400;0.1517;0.4678;0.8422;0.975
1.3450;0.1313;0.4659;0.8248;0.956
1.3500;0.1051;0.4660;0.8098;0.940
1.3560;0.0813;0.4689;0.7923;0.924
1.3600;0.0625;0.4671;0.7792;0.911
1.3640;0.0444;0.4708;0.7750;0.908
1.3900;0.0321;0.4732;0.7827;0.915
1.3910;0.0319;0.4762;0.8060;0.937
1.3980;0.0392;0.4876;0.8247;0.959
1.3990;0.0451;0.5053;0.8254;0.969
1.4000;0.0495;0.5254;0.8157;0.971
1.4010;0.0561;0.5270;0.7929;0.954
1.4080;0.0561;0.5270;0.7929;0.954
1.4100;0.0554;0.5099;0.7797;0.933
1.4110;0.0505;0.5058;0.7683;0.921
1.4160;0.0454;0.5165;0.7558;0.917
1.4180;0.0401;0.5377;0.7457;0.920
1.4230;0.0392;0.5491;0.7278;0.913
1.4280;0.0332;0.5363;0.7042;0.886
1.4330;0.0227;0.5137;0.6775;0.851
1.4480;0.0150;0.5002;0.6599;0.828
1.4490;0.0064;0.5015;0.6589;0.828
1.4500;-0.0012;0.5104;0.6718;0.844
1.4530;-0.0068;0.5185;0.6977;0.869
1.4800;-0.0100;0.5259;0.7316;0.901
1.4810;-0.0106;0.5274;0.7653;0.929
1.4830;-0.0092;0.5278;0.7928;0.952
1.4830;-0.0118;0.5262;0.8288;0.982
1.4840;-0.0084;0.5248;0.8644;1.011
1.4850;-0.0051;0.5239;0.8887;1.032
1.4910;0.0008;0.5240;0.9086;1.049
1.4930;0.0073;0.5244;0.9240;1.062
1.4970;0.0159;0.5229;0.9328;1.069
1.5030;0.0198;0.5223;0.9307;1.067
1.5080;0.0249;0.5221;0.9208;1.059
1.5120;0.0275;0.5187;0.9006;1.040
1.5180;0.0212;0.4921;0.7546;0.901
1.5240;0.0290;0.5017;0.7799;0.928
1.5270;0.0249;0.5105;0.8452;0.988
1.5330;0.0277;0.5191;0.8662;1.010
1.5380;0.0500;0.5306;0.8449;0.999
1.5430;0.0630;0.5379;0.8224;0.985
1.5470;0.0704;0.5386;0.8115;0.977
1.5530;0.0660;0.5313;0.8242;0.983
1.5870;0.0601;0.5210;0.8316;0.983
1.5890;0.0478;0.5115;0.8385;0.983
1.5900;0.0313;0.5121;0.8342;0.979
1.5910;0.0103;0.5143;0.8300;0.976
1.5920;-0.0068;0.5217;0.8254;0.976
1.5930;-0.0194;0.5305;0.8290;0.984
1.5950;-0.0217;0.5323;0.8301;0.986
1.5970;-0.0228;0.5325;0.8267;0.984
1.5980;-0.0240;0.5295;0.8248;0.980
1.6190;-0.0222;0.5252;0.8317;0.984
1.6220;-0.0156;0.5250;0.8479;0.997
1.6250;-0.0085;0.5237;0.8694;1.015
1.6270;0.0059;0.5206;0.8827;1.025
1.6290;0.0285;0.5203;0.8852;1.027
1.6310;0.0466;0.5177;0.8788;1.021
1.6320;0.0553;0.5088;0.8635;1.004
1.6360;0.0566;0.5003;0.8438;0.983
1.6420;0.0542;0.4978;0.8339;0.973
1.6460;0.0514;0.4994;0.8351;0.974
1.6500;0.0429;0.5029;0.8388;0.979
1.6570;0.0284;0.5091;0.8400;0.983
1.6600;0.0147;0.5159;0.8374;0.984
1.6650;-0.0027;0.5215;0.8426;0.991
1.6700;-0.0170;0.5250;0.8490;0.998
1.6750;-0.0266;0.5270;0.8590;1.008
1.6800;-0.0316;0.5281;0.8622;1.012
1.6850;-0.0305;0.5300;0.8691;1.018
1.7000;-0.0250;0.5255;0.8715;1.018
1.7010;-0.0211;0.5179;0.8787;1.020
1.7020;-0.0190;0.5095;0.8773;1.015
1.7120;-0.0162;0.5038;0.8770;1.012
1.7150;-0.0165;0.5009;0.8704;1.004
1.7180;-0.0183;0.5013;0.8620;0.997
1.7210;-0.0258;0.5035;0.8551;0.993
1.7290;-0.0348;0.5049;0.8503;0.990
1.7300;-0.0348;0.5049;0.8503;0.990
1.7350;-0.0418;0.5152;0.8392;0.986
1.7390;-0.0434;0.5209;0.8247;0.976
1.7450;-0.0456;0.5256;0.8126;0.969
1.7500;-0.0467;0.5291;0.8003;0.961
1.7540;-0.0481;0.5297;0.7938;0.955
1.7610;-0.0446;0.5361;0.7911;0.957
1.7640;-0.0422;0.5463;0.7878;0.960
1.7710;-0.0379;0.5496;0.7821;0.957
1.7760;-0.0313;0.5499;0.7812;0.956
1.7870;-0.0246;0.5487;0.7781;0.952
1.7920;-0.0178;0.5460;0.7831;0.955
1.7940;-0.0122;0.5396;0.7924;0.959
1.7960;-0.0031;0.5390;0.8090;0.972
1.8060;0.0078;0.5337;0.8157;0.975
1.8090;0.0142;0.5281;0.8192;0.975
1.8110;0.0187;0.5283;0.8245;0.979
1.8140;0.0164;0.5292;0.8268;0.982
1.8260;0.0103;0.5295;0.8217;0.978
1.8280;0.0032;0.5310;0.8221;0.979
1.8300;-0.0044;0.5281;0.8209;0.976
1.8530;-0.0065;0.5279;0.8174;0.973
1.8540;-0.0066;0.5278;0.8190;0.974
1.8560;-0.0075;0.5281;0.8242;0.979
1.8570;-0.0098;0.5257;0.8297;0.982
1.8580;-0.0151;0.5234;0.8410;0.991
1.8590;-0.0204;0.5224;0.8511;0.999
1.8850;-0.0252;0.5194;0.8603;1.005
1.8860;-0.0335;0.5200;0.8724;1.016
1.8880;-0.0409;0.5177;0.8840;1.025
1.8900;-0.0454;0.5152;0.8954;1.034
1.8910;-0.0394;0.5095;0.8939;1.030
1.8920;-0.0249;0.5102;0.8928;1.029
1.8940;-0.0159;0.5097;0.8904;1.026
1.8970;-0.0086;0.5099;0.8936;1.029
1.9030;-0.0041;0.5092;0.8947;1.029
1.9090;-0.0003;0.5156;0.8955;1.033
1.9130;0.0049;0.5255;0.8894;1.033
1.9170;0.0079;0.5370;0.8780;1.029
1.9220;0.0070;0.5438;0.8714;1.027
1.9280;0.0070;0.5472;0.8683;1.026
1.9320;0.0076;0.5468;0.8601;1.019
1.9370;0.0073;0.5452;0.8535;1.013
1.9450;0.0033;0.5479;0.8446;1.007
1.9480;0.0003;0.5518;0.8364;1.002
1.9520;-0.0026;0.5577;0.8305;1.000
1.9580;-0.0065;0.5628;0.8248;0.998
1.9620;-0.0061;0.5612;0.8212;0.995
1.9680;-0.0045;0.5617;0.8218;0.995
1.9730;-0.0009;0.5624;0.8221;0.996
1.9770;0.0094;0.5618;0.8325;1.004
1.9920;0.0201;0.5632;0.8406;1.012
1.9930;0.0263;0.5617;0.8460;1.016
1.9950;0.0359;0.5612;0.8466;1.016
1.9970;0.0410;0.5603;0.8469;1.016
2.0020;0.0418;0.5562;0.8413;1.009
2.0070;0.0396;0.5578;0.8298;1.001
2.0340;0.0333;0.5531;0.8205;0.990
2.0360;0.0203;0.5496;0.8158;0.984
2.0380;0.0100;0.5487;0.8081;0.977
2.0390;0.0010;0.5468;0.8018;0.970
2.0400;-0.0096;0.5464;0.7991;0.968
2.0430;-0.0134;0.5421;0.7994;0.966
2.0440;-0.0184;0.5355;0.8031;0.965
2.0500;-0.0240;0.5247;0.8102;0.966
2.0510;-0.0299;0.5152;0.8162;0.966
2.0560;-0.0340;0.5069;0.8202;0.965
2.0620;-0.0371;0.4980;0.8287;0.968
2.0660;-0.0479;0.4971;0.8385;0.976
2.0710;-0.0586;0.4983;0.8517;0.988
2.0790;-0.0687;0.5000;0.8644;1.001
2.0810;-0.0736;0.5019;0.8777;1.014
2.0860;-0.0790;0.5075;0.8920;1.029
2.0900;-0.0794;0.5113;0.9059;1.043
2.1010;-0.0737;0.5172;0.9144;1.053
2.1030;-0.0629;0.5232;0.9130;1.054
2.1060;-0.0495;0.5257;0.9025;1.046
2.1280;-0.0412;0.5264;0.8855;1.031
2.1290;-0.0335;0.5281;0.8732;1.021
2.1310;-0.0348;0.5313;0.8586;1.010
2.1320;-0.0319;0.5391;0.8348;0.994
2.1330;-0.0328;0.5419;0.8154;0.980
2.1350;-0.0365;0.5432;0.7958;0.964
2.1880;-0.0384;0.5439;0.7828;0.954
2.1900;-0.0374;0.5457;0.7744;0.948
2.1910;-0.0352;0.5457;0.7740;0.948
2.1920;-0.0323;0.5424;0.7751;0.947
2.1940;-0.0266;0.5369;0.7817;0.949
2.1950;-0.0205;0.5317;0.7908;0.953
2.1960;-0.0194;0.5231;0.7988;0.955
2.1970;-0.0140;0.5188;0.8117;0.963
2.1990;-0.0103;0.5154;0.8249;0.973
2.2000;-0.0097;0.5097;0.8350;0.978
2.2010;-0.0104;0.5081;0.8450;0.986
2.2020;-0.0104;0.5081;0.8450;0.986
2.2030;-0.0117;0.5115;0.8502;0.992
2.2040;-0.0087;0.5127;0.8562;0.998
2.2090;-0.0067;0.5111;0.8578;0.999
2.2150;-0.0054;0.5068;0.8526;0.992
2.2200;-0.0086;0.5064;0.8482;0.988
2.2260;-0.0095;0.5080;0.8469;0.988
2.2320;-0.0115;0.5070;0.8466;0.987
2.2330;-0.0139;0.5039;0.8431;0.982
2.2410;-0.0151;0.5061;0.8436;0.984
2.2490;-0.0162;0.5082;0.8455;0.987
2.2520;-0.0195;0.5105;0.8464;0.989
2.2540;-0.0223;0.5112;0.8550;0.996
2.2600;-0.0236;0.5127;0.8581;1.000
2.2870;-0.0241;0.5151;0.8633;1.006
2.2940;-0.0238;0.5190;0.8673;1.011
2.2960;-0.0177;0.5170;0.8656;1.008
2.2980;-0.0175;0.5162;0.8665;1.009
2.3010;-0.0168;0.5186;0.8631;1.007
2.3040;-0.0136;0.5183;0.8640;1.008
2.3060;-0.0122;0.5238;0.8693;1.015
2.3080;-0.0054;0.5267;0.8753;1.022
2.3090;0.0037;0.5282;0.8823;1.028
2.3110;0.0126;0.5285;0.8804;1.027
2.3270;0.0180;0.5281;0.8771;1.024
2.3290;0.0212;0.5304;0.8725;1.021
2.3300;0.0210;0.5317;0.8657;1.016
2.3310;0.0186;0.5375;0.8681;1.021
2.3340;0.0164;0.5385;0.8657;1.020
2.3380;0.0133;0.5368;0.8639;1.017
2.3440;0.0076;0.5355;0.8581;1.011
2.3480;0.0072;0.5342;0.8544;1.008
2.3530;0.0078;0.5353;0.8572;1.011
2.3640;0.0050;0.5334;0.8611;1.013
2.3650;0.0050;0.5306;0.8629;1.013
2.3680;0.0073;0.5285;0.8651;1.014
2.3720;0.0094;0.5237;0.8659;1.012
2.3780;0.0138;0.5234;0.8614;1.008
2.3870;0.0175;0.5232;0.8553;1.003
2.3900;0.0225;0.5229;0.8512;0.999
2.3920;0.0269;0.5203;0.8482;0.995
2.4080;0.0302;0.5209;0.8455;0.994
2.4090;0.0294;0.5237;0.8428;0.993
2.4110;0.0286;0.5241;0.8405;0.991
2.4120;0.0282;0.5257;0.8419;0.993
2.4510;0.0294;0.5271;0.8507;1.001
2.4530;0.0384;0.5256;0.8587;1.008
2.4540;0.0465;0.5201;0.8538;1.001
2.4560;0.0534;0.5177;0.8484;0.995
2.4570;0.0566;0.5195;0.8443;0.993
2.4580;0.0569;0.5236;0.8376;0.989
2.4590;0.0568;0.5257;0.8346;0.988
2.4620;0.0543;0.5269;0.8244;0.980
2.4640;0.0504;0.5259;0.8156;0.972
2.4650;0.0483;0.5257;0.8121;0.969
2.4660;0.0472;0.5250;0.8075;0.964
2.4720;0.0435;0.5251;0.8051;0.962
2.4760;0.0422;0.5251;0.8068;0.964
2.4820;0.0401;0.5281;0.8164;0.973
2.4860;0.0377;0.5307;0.8181;0.976
2.4910;0.0353;0.5326;0.8230;0.981
2.5000;0.0325;0.5344;0.8191;0.979
2.5020;0.0329;0.5322;0.8156;0.974
2.5060;0.0323;0.5289;0.8132;0.971
2.5110;0.0314;0.5270;0.8097;0.967
2.5160;0.0337;0.5218;0.8091;0.963
2.5220;0.0308;0.5186;0.8132;0.965
2.5270;0.0287;0.5207;0.8201;0.972
2.5530;0.0263;0.5189;0.8266;0.976
2.5540;0.0203;0.5204;0.8312;0.981
2.5560;0.0144;0.5220;0.8392;0.988
2.5570;0.0081;0.5217;0.8451;0.993
2.5580;0.0038;0.5201;0.8535;1.000
2.5600;0.0021;0.5167;0.8578;1.001
2.5610;0.0017;0.5155;0.8607;1.003
2.6090;0.0034;0.5146;0.8614;1.003
2.6110;0.0006;0.5122;0.8593;1.000
2.6120;0.0038;0.5140;0.8532;0.996
2.6130;0.0084;0.5146;0.8499;0.994
2.6140;0.0120;0.5127;0.8494;0.992
2.6160;0.0159;0.5154;0.8458;0.991
2.6170;0.0178;0.5146;0.8400;0.985
2.6180;0.0194;0.5153;0.8370;0.983
2.6190;0.0192;0.5154;0.8283;0.976
2.6200;0.0206;0.5138;0.8214;0.969
2.6210;0.0208;0.5147;0.8206;0.969
2.6220;0.0189;0.5159;0.8200;0.969
2.6260;0.0161;0.5156;0.8207;0.969
2.6290;0.0127;0.5176;0.8181;0.968
2.6360;0.0136;0.5163;0.8212;0.970
2.6390;0.0107;0.5159;0.8198;0.969
2.6440;0.0100;0.5188;0.8280;0.977
2.6490;0.0084;0.5199;0.8313;0.981
2.6540;0.0065;0.5199;0.8353;0.984
2.6610;0.0065;0.5199;0.8353;0.984
2.6680;0.0052;0.5203;0.8364;0.985
2.6700;0.0047;0.5199;0.8389;0.987
2.6750;0.0021;0.5224;0.8319;0.982
2.6800;0.0046;0.5267;0.8347;0.987
2.7000;0.0070;0.5303;0.8272;0.983
2.7010;0.0098;0.5339;0.8176;0.977
2.7030;0.0180;0.5352;0.8101;0.971
2.7040;0.0233;0.5355;0.8072;0.969
2.7060;0.0268;0.5364;0.8000;0.964
2.7080;0.0289;0.5391;0.7987;0.964
2.7140;0.0267;0.5394;0.7963;0.962
2.7330;0.0280;0.5392;0.7979;0.963
2.7340;0.0242;0.5381;0.7978;0.963
2.7360;0.0205;0.5385;0.8035;0.968
2.7380;0.0170;0.5355;0.8123;0.973
2.7390;0.0118;0.5292;0.8183;0.975
2.7440;0.0048;0.5292;0.8247;0.980
2.7530;0.0015;0.5266;0.8274;0.981
2.7560;-0.0048;0.5239;0.8289;0.981
2.7590;-0.0122;0.5225;0.8350;0.985
2.7660;-0.0164;0.5185;0.8383;0.986
2.7680;-0.0199;0.5182;0.8374;0.985
2.7740;-0.0234;0.5186;0.8334;0.982
2.7810;-0.0239;0.5184;0.8316;0.980
2.7830;-0.0205;0.5175;0.8403;0.987
2.7900;-0.0153;0.5183;0.8491;0.995
2.7930;-0.0080;0.5206;0.8520;0.999
2.7980;-0.0024;0.5210;0.8523;0.999
2.8040;0.0045;0.5220;0.8523;0.999
2.8080;0.0115;0.5194;0.8564;1.002
2.8140;0.0192;0.5110;0.8577;0.999
2.8380;0.0200;0.5078;0.8603;0.999
2.8400;0.0198;0.5057;0.8633;1.001
