time;gFx;gFy;gFz;TgF
0.0070;-0.1253;0.5186;0.8378;0.993
0.0080;-0.1264;0.5174;0.8565;1.009
0.0090;-0.1246;0.5151;0.8803;1.028
0.0140;-0.1286;0.5205;0.8960;1.044
0.0180;-0.1306;0.5244;0.9136;1.061
0.0240;-0.1327;0.5232;0.9232;1.069
0.0400;-0.1339;0.5154;0.9235;1.066
0.0420;-0.1360;0.5107;0.9266;1.067
0.0460;-0.1353;0.5127;0.9292;1.070
0.0480;-0.1382;0.5173;0.9261;1.070
0.0500;-0.1415;0.5195;0.9143;1.061
0.0680;-0.1446;0.5147;0.8960;1.043
0.0690;-0.1430;0.5060;0.8794;1.025
0.0700;-0.1422;0.4988;0.8693;1.012
0.0710;-0.1413;0.5003;0.8579;1.003
0.0730;-0.1393;0.5097;0.8482;0.999
0.0820;-0.1389;0.5217;0.8330;0.993
0.0840;-0.1393;0.5268;0.8201;0.985
0.0880;-0.1410;0.5285;0.8139;0.981
0.0930;-0.1385;0.5248;0.8129;0.977
0.0990;-0.1357;0.5212;0.8142;0.976
0.1030;-0.1340;0.5177;0.8154;0.975
0.1090;-0.1343;0.5157;0.8126;0.972
0.1130;-0.1381;0.5143;0.8120;0.971
0.1180;-0.1393;0.5159;0.8130;0.973
0.1230;-0.1379;0.5150;0.8153;0.974
0.1280;-0.1370;0.5140;0.8187;0.976
0.1330;-0.1361;0.5114;0.8181;0.974
0.1390;-0.1361;0.5114;0.8181;0.974
0.1420;-0.1361;0.5094;0.8189;0.974
0.1590;-0.1334;0.5066;0.8258;0.978
0.1600;-0.1334;0.5066;0.8258;0.978
0.1620;-0.1326;0.5088;0.8292;0.982
0.1660;-0.1327;0.5116;0.8318;0.986
0.1670;-0.1309;0.5126;0.8331;0.987
0.1930;-0.1295;0.5083;0.8325;0.984
0.1940;-0.1275;0.5063;0.8400;0.989
0.1950;-0.1267;0.5079;0.8429;0.992
0.1960;-0.1269;0.5075;0.8378;0.988
0.1970;-0.1314;0.5065;0.8334;0.984
0.1980;-0.1352;0.5064;0.8354;0.986
0.2050;-0.1348;0.5077;0.8344;0.986
0.2060;-0.1347;0.5093;0.8290;0.982
0.2130;-0.1339;0.5080;0.8262;0.979
0.2180;-0.1300;0.5071;0.8132;0.967
0.2220;-0.1297;0.5057;0.8060;0.960
0.2270;-0.1275;0.5045;0.7983;0.953
0.2310;-0.1304;0.5055;0.7945;0.951
0.2370;-0.1358;0.5067;0.7949;0.952
0.2420;-0.1425;0.5117;0.7967;0.958
0.2470;-0.1435;0.5143;0.8001;0.962
0.2510;-0.1435;0.5152;0.8029;0.965
0.2570;-0.1355;0.5160;0.8120;0.972
0.2660;-0.1301;0.5128;0.8178;0.974
0.2670;-0.1250;0.5104;0.8214;0.975
0.2710;-0.1233;0.5083;0.8286;0.980
0.2770;-0.1246;0.5115;0.8327;0.985
0.2910;-0.1251;0.5131;0.8384;0.991
0.2920;-0.1281;0.5127;0.8424;0.994
0.2930;-0.1319;0.5090;0.8479;0.998
0.2960;-0.1338;0.5082;0.8495;0.999
0.3210;-0.1341;0.5069;0.8529;1.001
0.3220;-0.1343;0.5066;0.8600;1.007
0.3230;-0.1391;0.5068;0.8630;1.010
0.3250;-0.1378;0.5046;0.8668;1.012
0.3270;-0.1420;0.5069;0.8695;1.016
0.3280;-0.1393;0.5088;0.8717;1.019
0.3500;-0.1401;0.5099;0.8694;1.018
0.3510;-0.1378;0.5111;0.8609;1.011
0.3520;-0.1394;0.5108;0.8520;1.003
0.3530;-0.1402;0.5130;0.8410;0.995
0.3540;-0.1400;0.5135;0.8369;0.992
0.3560;-0.1366;0.5134;0.8330;0.988
0.3700;-0.1297;0.5130;0.8308;0.985
0.3720;-0.1236;0.5129;0.8283;0.982
0.3730;-0.1214;0.5167;0.8270;0.983
0.3740;-0.1223;0.5147;0.8261;0.981
0.3830;-0.1258;0.5133;0.8288;0.983
0.3850;-0.1283;0.5116;0.8292;0.983
0.3910;-0.1311;0.5102;0.8287;0.982
0.3940;-0.1330;0.5081;0.8298;0.982
0.4000;-0.1339;0.5068;0.8255;0.978
0.4040;-0.1322;0.5072;0.8272;0.979
0.4100;-0.1320;0.5082;0.8280;0.980
0.4160;-0.1322;0.5111;0.8314;0.985
0.4190;-0.1295;0.5112;0.8379;0.990
0.4240;-0.1302;0.5125;0.8415;0.994
0.4500;-0.1262;0.5090;0.8441;0.994
0.4510;-0.1256;0.5084;0.8455;0.995
0.4530;-0.1223;0.5070;0.8488;0.996
0.4540;-0.1198;0.5051;0.8510;0.997
0.4550;-0.1233;0.5041;0.8531;0.999
0.4550;-0.1244;0.5029;0.8581;1.002
0.4810;-0.1223;0.5042;0.8592;1.004
0.4820;-0.1215;0.5050;0.8583;1.003
0.4830;-0.1193;0.5071;0.8639;1.009
0.4840;-0.1187;0.5088;0.8691;1.014
0.4850;-0.1128;0.5093;0.8752;1.019
0.4870;-0.1116;0.5071;0.8783;1.020
0.4900;-0.1086;0.5038;0.8757;1.016
0.4930;-0.1071;0.4987;0.8768;1.014
0.4980;-0.1058;0.4981;0.8756;1.013
0.5050;-0.1066;0.4940;0.8747;1.010
0.5100;-0.1090;0.4901;0.8721;1.006
0.5190;-0.1110;0.4882;0.8696;1.003
0.5200;-0.1159;0.4875;0.8711;1.005
0.5230;-0.1218;0.4884;0.8664;1.002
0.5290;-0.1244;0.4898;0.8565;0.995
0.5330;-0.1273;0.4939;0.8527;0.994
0.5390;-0.1285;0.4953;0.8482;0.991
0.5430;-0.1292;0.4954;0.8411;0.985
0.5610;-0.1324;0.4972;0.8370;0.983
0.5620;-0.1308;0.4939;0.8326;0.977
0.5650;-0.1280;0.4969;0.8286;0.975
0.5670;-0.1267;0.4972;0.8253;0.972
0.5680;-0.1257;0.4980;0.8204;0.968
0.5990;-0.1251;0.4984;0.8240;0.971
0.6010;-0.1259;0.4983;0.8283;0.975
0.6020;-0.1261;0.5000;0.8308;0.978
0.6030;-0.1254;0.4981;0.8327;0.978
0.6050;-0.1283;0.4978;0.8302;0.976
0.6060;-0.1313;0.4969;0.8304;0.977
0.6070;-0.1330;0.4955;0.8278;0.974
0.6080;-0.1393;0.4945;0.8323;0.978
0.6120;-0.1413;0.4930;0.8358;0.981
0.6180;-0.1438;0.4929;0.8428;0.987
0.6230;-0.1438;0.4929;0.8428;0.987
0.6280;-0.1430;0.4904;0.8525;0.994
0.6330;-0.1394;0.4917;0.8623;1.002
0.6380;-0.1334;0.4913;0.8683;1.007
0.6420;-0.1327;0.4875;0.8747;1.010
0.6490;-0.1340;0.4898;0.8810;1.017
0.6590;-0.1345;0.4893;0.8943;1.028
0.6600;-0.1367;0.4903;0.8950;1.030
0.6620;-0.1394;0.4901;0.8903;1.026
0.6670;-0.1426;0.4903;0.8866;1.023
0.6710;-0.1449;0.4890;0.8826;1.019
0.6760;-0.1432;0.4897;0.8794;1.017
0.6860;-0.1433;0.4884;0.8802;1.017
0.6870;-0.1401;0.4877;0.8743;1.011
0.6910;-0.1374;0.4869;0.8727;1.009
0.6960;-0.1386;0.4915;0.8666;1.006
0.7010;-0.1371;0.4935;0.8627;1.003
0.7060;-0.1353;0.4943;0.8638;1.004
0.7110;-0.1335;0.4983;0.8604;1.003
0.7350;-0.1333;0.5017;0.8584;1.003
0.7360;-0.1311;0.5020;0.8521;0.998
0.7370;-0.1263;0.5057;0.8526;0.999
0.7380;-0.1230;0.5070;0.8471;0.995
0.7410;-0.1211;0.5045;0.8462;0.993
0.7420;-0.1225;0.5024;0.8459;0.991
0.7450;-0.1234;0.5012;0.8477;0.993
0.7800;-0.1262;0.5016;0.8460;0.992
0.7810;-0.1270;0.5028;0.8454;0.992
0.7820;-0.1292;0.5056;0.8478;0.996
0.7830;-0.1309;0.5049;0.8484;0.996
0.7850;-0.1292;0.5042;0.8454;0.993
0.7860;-0.1268;0.5021;0.8467;0.993
0.7870;-0.1248;0.4976;0.8454;0.989
0.7870;-0.1234;0.4987;0.8502;0.993
0.7910;-0.1242;0.4959;0.8457;0.988
0.7950;-0.1234;0.4940;0.8452;0.987
0.8010;-0.1252;0.4934;0.8434;0.985
0.8050;-0.1247;0.4923;0.8411;0.983
0.8100;-0.1259;0.4960;0.8427;0.986
0.8140;-0.1242;0.4980;0.8411;0.985
0.8190;-0.1242;0.4981;0.8427;0.987
0.8240;-0.1203;0.4981;0.8474;0.990
0.8290;-0.1184;0.4978;0.8468;0.989
0.8610;-0.1185;0.4934;0.8473;0.988
0.8640;-0.1168;0.4909;0.8518;0.990
0.8660;-0.1186;0.4883;0.8509;0.988
0.8690;-0.1154;0.4873;0.8508;0.987
0.9090;-0.1145;0.4846;0.8516;0.987
0.9100;-0.1161;0.4842;0.8525;0.987
0.9110;-0.1167;0.4841;0.8553;0.990
0.9130;-0.1187;0.4870;0.8534;0.990
0.9130;-0.1171;0.4846;0.8511;0.986
0.9140;-0.1156;0.4830;0.8487;0.983
0.9150;-0.1145;0.4815;0.8493;0.983
0.9160;-0.1154;0.4815;0.8492;0.983
0.9180;-0.1172;0.4815;0.8469;0.981
0.9190;-0.1175;0.4838;0.8523;0.987
0.9190;-0.1188;0.4855;0.8539;0.989
0.9200;-0.1184;0.4858;0.8540;0.990
0.9210;-0.1188;0.4876;0.8524;0.989
0.9230;-0.1249;0.4868;0.8568;0.993
0.9250;-0.1264;0.4845;0.8565;0.992
0.9290;-0.1287;0.4842;0.8560;0.992
0.9340;-0.1309;0.4865;0.8572;0.994
0.9380;-0.1329;0.4887;0.8517;0.991
0.9430;-0.1381;0.4935;0.8517;0.994
0.9480;-0.1387;0.4960;0.8512;0.995
0.9530;-0.1380;0.4994;0.8520;0.997
0.9570;-0.1346;0.4989;0.8578;1.001
0.9630;-0.1291;0.4973;0.8573;0.999
0.9820;-0.1240;0.4975;0.8568;0.999
0.9830;-0.1202;0.5011;0.8546;0.998
0.9840;-0.1181;0.5022;0.8510;0.995
0.9850;-0.1175;0.5039;0.8546;0.999
1.0090;-0.1176;0.5039;0.8566;1.001
