time,gFx,gFy,gFz,TgF
0.0040;-0.4479;-0.1541;0.8025;0.932
0.0050;-0.4479;-0.1541;0.8025;0.932
0.0060;-0.4506;-0.1499;0.8002;0.930
0.0310;-0.4512;-0.1459;0.7958;0.926
0.0330;-0.4543;-0.1428;0.7966;0.928
0.0340;-0.4620;-0.1402;0.8012;0.935
0.0500;-0.4650;-0.1378;0.8109;0.945
0.0540;-0.4626;-0.1422;0.8196;0.952
0.0700;-0.4550;-0.1479;0.8275;0.956
0.0750;-0.4445;-0.1507;0.8347;0.958
0.0940;-0.4358;-0.1509;0.8350;0.954
0.0960;-0.4295;-0.1471;0.8334;0.949
0.1570;-0.4305;-0.1427;0.8306;0.946
0.1610;-0.4308;-0.1398;0.8295;0.945
0.1620;-0.4359;-0.1368;0.8281;0.946
0.1630;-0.4436;-0.1355;0.8280;0.949
0.1650;-0.4473;-0.1319;0.8285;0.951
0.1660;-0.4467;-0.1293;0.8273;0.949
0.1670;-0.4504;-0.1260;0.8257;0.949
0.1840;-0.4572;-0.1184;0.8248;0.950
0.1860;-0.4597;-0.1146;0.8225;0.949
0.1960;-0.4665;-0.1117;0.8204;0.950
0.2030;-0.4720;-0.1052;0.8157;0.948
0.2340;-0.4790;-0.0977;0.8156;0.951
0.2350;-0.4931;-0.0909;0.8181;0.960
0.2370;-0.5127;-0.0867;0.8188;0.970
0.3000;-0.5339;-0.0876;0.8206;0.983
0.3020;-0.5429;-0.0905;0.8209;0.988
0.3040;-0.5355;-0.0956;0.8184;0.983
0.3070;-0.5212;-0.0955;0.8146;0.972
0.3080;-0.4986;-0.0996;0.8162;0.962
0.3090;-0.4754;-0.1058;0.8184;0.952
0.3100;-0.4576;-0.1165;0.8181;0.945
0.3190;-0.4425;-0.1253;0.8189;0.939
0.3220;-0.4318;-0.1313;0.8160;0.932
0.3320;-0.4208;-0.1348;0.8147;0.927
0.3430;-0.4148;-0.1329;0.8120;0.921
0.3700;-0.4227;-0.1279;0.8087;0.921
0.3720;-0.4294;-0.1167;0.8071;0.922
0.3770;-0.4217;-0.1077;0.7995;0.910
0.3850;-0.4154;-0.1013;0.7927;0.901
0.4060;-0.4229;-0.0969;0.7871;0.899
0.4070;-0.4218;-0.1018;0.7765;0.890
0.4360;-0.4321;-0.0996;0.7677;0.887
0.4370;-0.4471;-0.0905;0.7776;0.902
0.4380;-0.4603;-0.0913;0.7757;0.907
0.4450;-0.4675;-0.0916;0.7701;0.905
0.4530;-0.4772;-0.0947;0.7625;0.905
0.4820;-0.4854;-0.1004;0.7610;0.908
0.4830;-0.4894;-0.1054;0.7586;0.909
0.4840;-0.4935;-0.1144;0.7630;0.916
0.5150;-0.4887;-0.1196;0.7632;0.914
0.5160;-0.4887;-0.1196;0.7632;0.914
0.5170;-0.4797;-0.1256;0.7613;0.909
0.5220;-0.4848;-0.1275;0.7705;0.919
0.5320;-0.4955;-0.1338;0.7779;0.932
0.5420;-0.5008;-0.1341;0.7783;0.935
0.5560;-0.5020;-0.1381;0.7746;0.933
0.5640;-0.5043;-0.1421;0.7803;0.940
0.5720;-0.5069;-0.1472;0.7881;0.949
0.5830;-0.5053;-0.1504;0.7967;0.955
0.5930;-0.5004;-0.1499;0.8054;0.960
0.6230;-0.4940;-0.1533;0.8082;0.960
0.6250;-0.4898;-0.1554;0.8104;0.960
0.6260;-0.4862;-0.1556;0.8113;0.959
