time,gFx,gFy,gFz,TgF
0.0020;-0.6717;-0.0403;0.6558;0.940
0.0100;-0.6705;-0.0345;0.6456;0.931
0.0320;-0.6779;-0.0279;0.6406;0.933
0.0340;-0.6880;-0.0280;0.6381;0.939
0.0940;-0.6941;-0.0275;0.6367;0.942
0.0950;-0.6952;-0.0303;0.6371;0.943
0.0980;-0.6927;-0.0327;0.6420;0.945
0.0990;-0.6889;-0.0322;0.6485;0.947
0.1000;-0.6844;-0.0304;0.6568;0.949
0.1010;-0.6769;-0.0307;0.6624;0.948
0.1390;-0.6678;-0.0347;0.6653;0.943
0.1400;-0.6678;-0.0347;0.6653;0.943
0.1410;-0.6620;-0.0368;0.6696;0.942
0.1420;-0.6587;-0.0409;0.6748;0.944
0.1430;-0.6549;-0.0445;0.6761;0.942
0.1630;-0.6521;-0.0417;0.6781;0.942
0.1660;-0.6518;-0.0426;0.6779;0.941
0.1670;-0.6491;-0.0405;0.6784;0.940
0.1910;-0.6489;-0.0384;0.6784;0.940
0.1940;-0.6455;-0.0375;0.6801;0.938
0.2420;-0.6514;-0.0381;0.6803;0.943
0.2440;-0.6551;-0.0419;0.6803;0.945
0.2470;-0.6601;-0.0438;0.6764;0.946
0.2490;-0.6619;-0.0437;0.6725;0.945
0.2530;-0.6630;-0.0428;0.6663;0.941
0.2550;-0.6646;-0.0366;0.6593;0.937
0.2750;-0.6630;-0.0327;0.6528;0.931
0.2760;-0.6643;-0.0315;0.6473;0.928
0.2780;-0.6667;-0.0287;0.6441;0.927
0.2870;-0.6679;-0.0245;0.6432;0.928
0.3110;-0.6679;-0.0227;0.6417;0.927
0.3130;-0.6687;-0.0214;0.6367;0.924
0.3200;-0.6726;-0.0226;0.6345;0.925
0.3270;-0.6765;-0.0230;0.6359;0.929
0.3370;-0.6821;-0.0257;0.6358;0.933
0.3720;-0.6873;-0.0268;0.6360;0.937
0.3730;-0.6875;-0.0304;0.6373;0.938
0.3740;-0.6825;-0.0311;0.6343;0.932
0.3810;-0.6783;-0.0279;0.6350;0.930
0.3870;-0.6776;-0.0246;0.6361;0.930
0.4010;-0.6789;-0.0196;0.6354;0.930
0.4070;-0.6814;-0.0178;0.6355;0.932
0.4180;-0.6828;-0.0203;0.6344;0.932
0.4270;-0.6821;-0.0173;0.6316;0.930
0.4480;-0.6857;-0.0147;0.6308;0.932
0.4510;-0.6871;-0.0116;0.6223;0.927
0.4570;-0.6845;-0.0063;0.6200;0.924
0.4940;-0.6883;0.0017;0.6176;0.925
0.4970;-0.6926;0.0095;0.6152;0.926
0.4990;-0.6948;0.0151;0.6108;0.925
0.5000;-0.6932;0.0218;0.6066;0.921
0.5090;-0.6973;0.0294;0.5974;0.919
0.5170;-0.7076;0.0337;0.5949;0.925
0.5270;-0.7158;0.0393;0.5802;0.922
0.5370;-0.7230;0.0419;0.5736;0.924
0.5610;-0.7267;0.0413;0.5680;0.923
0.5630;-0.7254;0.0397;0.5601;0.917
0.5700;-0.7261;0.0368;0.5532;0.914
0.6070;-0.7292;0.0409;0.5443;0.911
0.6090;-0.7292;0.0409;0.5443;0.911
0.6110;-0.7307;0.0468;0.5308;0.904
0.6120;-0.7288;0.0517;0.5226;0.898
0.6200;-0.7218;0.0555;0.5206;0.892
0.6270;-0.7132;0.0569;0.5262;0.888
0.6370;-0.7034;0.0536;0.5370;0.887
0.6500;-0.6957;0.0484;0.5456;0.885
0.6580;-0.6858;0.0435;0.5535;0.882
0.6680;-0.6721;0.0338;0.5576;0.874
0.6820;-0.6608;0.0249;0.5585;0.866
0.6870;-0.6561;0.0251;0.5632;0.865
0.7000;-0.6509;0.0304;0.5736;0.868
