time,gFx,gFy,gFz,TgF
0.0030;-0.4005;-0.0917;0.8394;0.935
0.0170;-0.3963;-0.1004;0.8401;0.934
0.0220;-0.3933;-0.1018;0.8413;0.934
0.0420;-0.3949;-0.0996;0.8394;0.933
0.1100;-0.3997;-0.0971;0.8383;0.934
0.1120;-0.4037;-0.0930;0.8354;0.932
0.1120;-0.4090;-0.0905;0.8336;0.933
0.1130;-0.4145;-0.0895;0.8338;0.935
0.1140;-0.4201;-0.0907;0.8332;0.938
0.1150;-0.4211;-0.0931;0.8348;0.940
0.1160;-0.4255;-0.0947;0.8353;0.942
0.1170;-0.4320;-0.1002;0.8361;0.946
0.1240;-0.4351;-0.1045;0.8378;0.950
0.1340;-0.4360;-0.1082;0.8360;0.949
0.1610;-0.4351;-0.1117;0.8349;0.948
0.1640;-0.4316;-0.1142;0.8343;0.946
0.1650;-0.4262;-0.1140;0.8353;0.945
0.1770;-0.4225;-0.1156;0.8389;0.946
0.2330;-0.4172;-0.1175;0.8420;0.947
0.2340;-0.4125;-0.1178;0.8429;0.946
0.2350;-0.4103;-0.1167;0.8416;0.944
0.2360;-0.4085;-0.1116;0.8407;0.941
0.2370;-0.4079;-0.1099;0.8411;0.941
0.2380;-0.4079;-0.1099;0.8411;0.941
0.2430;-0.4076;-0.1098;0.8385;0.939
0.2520;-0.4071;-0.1096;0.8410;0.941
0.2730;-0.4082;-0.1122;0.8437;0.944
0.2750;-0.4088;-0.1178;0.8466;0.948
0.3410;-0.4077;-0.1188;0.8507;0.951
0.3440;-0.4037;-0.1185;0.8528;0.951
0.3450;-0.3991;-0.1172;0.8526;0.949
0.3460;-0.3960;-0.1133;0.8516;0.946
0.3470;-0.3921;-0.1131;0.8487;0.942
0.3490;-0.3873;-0.1158;0.8486;0.940
0.3510;-0.3847;-0.1142;0.8437;0.934
0.3520;-0.3868;-0.1118;0.8403;0.932
0.3670;-0.3856;-0.1080;0.8368;0.928
0.3740;-0.3856;-0.1026;0.8308;0.922
0.3830;-0.3881;-0.0956;0.8294;0.921
0.3980;-0.3902;-0.0938;0.8209;0.914
0.4040;-0.3891;-0.0932;0.8143;0.907
0.4130;-0.3885;-0.0917;0.8143;0.907
0.4220;-0.3805;-0.0933;0.8072;0.897
0.4580;-0.3616;-0.0938;0.7970;0.880
0.4600;-0.3470;-0.0862;0.7895;0.867
0.4610;-0.3355;-0.0771;0.7846;0.857
0.5260;-0.3139;-0.0646;0.7747;0.838
0.5280;-0.2924;-0.0608;0.7608;0.817
0.5300;-0.2720;-0.0493;0.7434;0.793
0.5310;-0.2512;-0.0408;0.7158;0.760
0.5320;-0.2276;-0.0386;0.6847;0.723
0.5330;-0.2084;-0.0445;0.6470;0.681
0.5340;-0.1849;-0.0580;0.6125;0.642
0.5350;-0.1816;-0.0759;0.5847;0.617
0.5590;-0.1862;-0.0934;0.5675;0.604
0.5600;-0.2115;-0.1149;0.5486;0.599
0.6200;-0.2191;-0.1415;0.5343;0.595
0.6220;-0.2205;-0.1909;0.5609;0.632
0.6260;-0.2728;-0.2545;0.5744;0.685
0.6270;-0.2880;-0.3142;0.5415;0.689
0.6280;-0.2461;-0.3767;0.5459;0.707
0.6290;-0.1875;-0.4139;0.5627;0.723
0.6300;-0.1266;-0.4131;0.5847;0.727
0.6350;-0.0605;-0.3995;0.5863;0.712
0.6440;0.0254;-0.3731;0.5921;0.700
0.6520;0.1080;-0.3451;0.6147;0.713
0.6630;0.1738;-0.3194;0.6474;0.743
0.6750;0.2473;-0.2839;0.6786;0.776
0.6840;0.3029;-0.2397;0.7053;0.804
0.7170;0.3458;-0.2049;0.7217;0.826
0.7210;0.3458;-0.2049;0.7217;0.826
0.7220;0.3854;-0.1793;0.7356;0.850
0.7290;0.4012;-0.1636;0.7573;0.872
0.7820;0.4041;-0.1666;0.7811;0.895
0.7840;0.4261;-0.1713;0.8134;0.934
0.7850;0.4561;-0.1630;0.8385;0.968
0.7860;0.4696;-0.1522;0.8578;0.990
0.7870;0.4767;-0.1388;0.8775;1.008
0.7880;0.4791;-0.1349;0.8952;1.024
0.7930;0.4876;-0.1446;0.9062;1.039
0.8020;0.5156;-0.1513;0.9105;1.057
0.8130;0.5447;-0.1545;0.9097;1.071
0.8250;0.5677;-0.1641;0.9012;1.078
0.8580;0.5888;-0.1750;0.8829;1.076
0.8590;0.6059;-0.1865;0.8631;1.071
0.8600;0.6139;-0.1945;0.8408;1.059
0.8660;0.6266;-0.2011;0.8158;1.048
0.8720;0.6378;-0.2120;0.7840;1.033
0.9170;0.6372;-0.2268;0.7476;1.008
0.9190;0.6332;-0.2358;0.7056;0.977
0.9200;0.6284;-0.2419;0.6607;0.943
0.9210;0.6248;-0.2523;0.6208;0.916
0.9230;0.6106;-0.2541;0.5858;0.883
0.9330;0.5883;-0.2610;0.5564;0.851
0.9450;0.5807;-0.2687;0.5249;0.828
0.9520;0.5840;-0.2764;0.4931;0.813
0.9730;0.5937;-0.2823;0.4569;0.801
0.9740;0.6048;-0.2928;0.4143;0.789
0.9830;0.6096;-0.3036;0.3700;0.775
1.0070;0.6127;-0.3139;0.3230;0.760
1.0090;0.6079;-0.3293;0.2778;0.745
1.0120;0.5885;-0.3396;0.2386;0.720
1.0240;0.5613;-0.3263;0.2031;0.680
1.0980;0.5354;-0.3307;0.1701;0.652
1.0990;0.5468;-0.3585;0.1366;0.668
1.1000;0.5757;-0.3734;0.1119;0.695
1.1020;0.6083;-0.3911;0.0858;0.728
1.1030;0.6414;-0.4137;0.0839;0.768
1.1050;0.6709;-0.4389;0.0846;0.806
1.1060;0.6942;-0.4660;0.0746;0.839
1.1080;0.7189;-0.4859;0.0526;0.869
1.1130;0.7373;-0.5063;0.0238;0.895
1.1460;0.7341;-0.5383;-0.0024;0.910
1.1470;0.7410;-0.5562;-0.0357;0.927
1.1480;0.7547;-0.5800;-0.0341;0.952
1.1530;0.7777;-0.6118;-0.0513;0.991
1.1940;0.8200;-0.6442;-0.0861;1.046
1.1950;0.8200;-0.6442;-0.0861;1.046
1.1960;0.8517;-0.6718;-0.1240;1.092
1.1970;0.8616;-0.7029;-0.1442;1.121
1.2030;0.8576;-0.7373;-0.1562;1.142
1.2130;0.8525;-0.7526;-0.1706;1.150
1.2240;0.8509;-0.7384;-0.1893;1.142
1.2330;0.8466;-0.7134;-0.2122;1.127
1.2580;0.8245;-0.7065;-0.2439;1.113
1.2600;0.7978;-0.7096;-0.2778;1.103
1.2660;0.7739;-0.7136;-0.3236;1.101
1.2730;0.7586;-0.7138;-0.3795;1.109
